"SampleN","StationID","BenSampID","RepNum","Collection Date","Sample Comments","Collected By","Field Team","Entered By","Taxonomist","Entered Date","Gradient","Target Count","Season"
1,"1AFRY000.85","FRY8898",1,2016-10-04 10:05:00,"Limited habitat to sample due to mostly bedrock substrate. Trash present in stream channel","LILLYD FRAZER","LDF/BDS","BS","BRETT STERN",2017-02-13 00:00:00,"Riffle",200,"Fall"
1,"8-CPL004.15","CPL6808",1,2014-09-17 11:15:00,NA,"LILLYD FRAZER","LDF/JDL","JMC","JEANNEM CLASSEN",2015-06-26 00:00:00,"MACS",200,"Fall"
1,"1AGOO011.23","GOO8752",1,2016-09-15 10:00:00,"Flows low. Filamentous algae common. Riffle embedded.","LILLYD FRAZER","LDF/BDS","BS","BRETT STERN",2016-12-22 00:00:00,"Riffle",200,"Fall"
1,"4ACAS003.45","CAS9100",1,2016-09-22 10:45:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2017-04-06 00:00:00,"Riffle",200,"Fall"
1,"6BMIA000.36","MIA7057",1,2015-04-28 13:30:00,NA,"LANNYL SPARKS","LLS","LLS","LANNYL SPARKS",2015-09-10 00:00:00,"Riffle",200,"Spring"
1,"4ABST009.45","BST6584",1,2014-10-08 09:50:00,NA,"KELLYJ HAZLEGROVE","Shaver","KJW","KELLYJ HAZLEGROVE",2015-03-10 00:00:00,"Riffle",200,"Fall"
1,"9-STE002.41","STE8796",1,2015-11-23 13:30:00,NA,"RICHARD (DREW)D MILLER","RDM","RDM","RICHARD (DREW)D MILLER",2017-01-10 00:00:00,"Riffle",200,"Fall"
1,"9-STE007.29","STE8794",1,2015-11-23 12:45:00,NA,"RICHARD (DREW)D MILLER","RDM","GJD","GEORGEJ DEVLIN",2017-01-09 00:00:00,"Riffle",200,"Fall"
1,"4AWLF000.09","WLF8883",1,2015-11-17 12:00:00,NA,"RICHARD (DREW)D MILLER","RDM","RDM","RICHARD (DREW)D MILLER",2017-02-01 00:00:00,"Riffle",200,"Fall"
1,"2-FAS001.08","FAS8516",1,2015-11-16 12:15:00,NA,"RICHARD (DREW)D MILLER","RDM","RDM","RICHARD (DREW)D MILLER",2016-10-07 00:00:00,"Riffle",200,"Fall"
1,"4AGCR000.01","GCR8857",1,2015-11-24 11:00:00,NA,"RICHARD (DREW)D MILLER","RDM","RDM","RICHARD (DREW)D MILLER",2017-01-26 00:00:00,"Riffle",200,"Fall"
1,"2BFOS000.44","FOS9125",1,2016-10-06 13:40:00,NA,"ROBERT (TED)T TURNER","bvw","BVW","WILLIAMJ VAN WART",2017-04-14 00:00:00,"Riffle",200,"Fall"
1,"6BNFC022.47","NFC8272",1,2016-03-09 10:00:00,NA,"LANNYL SPARKS","LLS","LLS","LANNYL SPARKS",2016-08-26 00:00:00,"Riffle",200,"Spring"
1,"6CBER004.10","BER6346",1,2014-11-06 10:45:00,NA,"LANNYL SPARKS","REC","LLS","LANNYL SPARKS",2015-01-30 00:00:00,"Riffle",200,"Fall"
1,"2-CNE000.96","CNE8209",1,2016-03-17 10:15:00,"16-009","KELLYJ HAZLEGROVE","mjs","MSJ","MIKEJ SHAVER",2016-08-11 00:00:00,"Riffle",200,"Spring"
1,"2-WIC005.69","WIC6594",1,2014-11-25 09:50:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2015-03-10 00:00:00,"Riffle",200,"Fall"
1,"6CPSM015.79","PSM7047",1,2015-05-11 14:30:00,NA,"LANNYL SPARKS","LLS","LLS","LANNYL SPARKS",2015-08-25 00:00:00,"Riffle",200,"Spring"
1,"4ALLC002.18","LLC8443",1,2016-03-31 09:20:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2016-09-12 00:00:00,"Riffle",200,"Spring"
1,"3-HOR000.50","HOR8375",1,2016-04-19 14:00:00,"~10 meter wide powerline crossing over stream","LILLYD FRAZER","LDF/BDS","LF","LILLYD FRAZER",2016-08-30 00:00:00,"Riffle",200,"Spring"
1,"3-KIN000.94","KIN8232",1,2016-04-26 15:00:00,"Dark blobs of green algae similar to 3-RAP088.21 and Covington. Cow pasture along left bank.","LILLYD FRAZER","LDF/BDS","BS","BRETT STERN",2016-08-18 00:00:00,"Riffle",200,"Spring"
1,"6BBUC000.24","BUC9425",1,2016-09-27 14:00:00,NA,"LANNYL SPARKS","LLS","LLS","LANNYL SPARKS",2017-07-10 00:00:00,"Riffle",200,"Fall"
1,"4AGEO006.73","GEO9254",1,2016-10-05 13:00:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2017-05-09 00:00:00,"Riffle",200,"Fall"
1,"4AWRN000.43","WRN9106",1,2016-10-05 11:40:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2017-04-06 00:00:00,"Riffle",200,"Fall"
1,"9-LRR012.30","LRR6576",1,2014-09-22 11:15:00,"Beaver dams have majority of reach pooled. Poor riffle availability. DO NOT ASSESS with VSCI.","LANNYL SPARKS","LLS","LLS","LANNYL SPARKS",2015-03-04 00:00:00,"Riffle",200,"Fall"
1,"4ALRO010.18","LRO7987",1,2015-10-15 10:20:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2016-05-05 00:00:00,"MACS",200,"Fall"
1,"6CBLC002.90","BLC7053",1,2015-05-05 13:20:00,NA,"LANNYL SPARKS","REC","LLS","LANNYL SPARKS",2015-09-10 00:00:00,"Riffle",200,"Spring"
1,"6BPWL006.02","PWL8187",1,2016-05-19 11:15:00,NA,"LANNYL SPARKS","LLS","LLS","LANNYL SPARKS",2016-07-08 00:00:00,"Riffle",200,"Spring"
1,"6BPOW179.20","POW8114",1,2016-05-19 14:30:00,NA,"LANNYL SPARKS","LLS","LLS","LANNYL SPARKS",2016-06-21 00:00:00,"Riffle",200,"Spring"
1,"6CBMC008.61","BMC7649",1,2015-10-01 09:45:00,NA,"LANNYL SPARKS","LLS","LLS","LANNYL SPARKS",2016-02-10 00:00:00,"Riffle",200,"Fall"
1,"4ABOE004.86","BOE9356",1,2016-05-19 12:30:00,NA,"RICHARD (DREW)D MILLER","RDM","GJD","GEORGEJ DEVLIN",2017-05-24 00:00:00,"Riffle",200,"Spring"
1,"8-TPT004.52","TPT8407",1,2015-12-21 10:30:00,NA,"WILLIAMG SHANABRUCH","WHS WGS","WHS","WARRENH SMIGO",2016-08-30 00:00:00,"MACS",200,"Outside Sample Window"
1,"2-CSR003.94","CSR6716",1,2014-09-11 10:45:00,NA,"GEORGEJ DEVLIN","GJD","RDM","RICHARD (DREW)D MILLER",2015-05-27 00:00:00,"Riffle",200,"Fall"
1,"2BXAW001.16","XAW7513",1,2015-04-29 11:00:00,NA,"WARRENH SMIGO","WHS, WGS","WGS","WILLIAMG SHANABRUCH",2015-12-18 00:00:00,"MACS",200,"Spring"
1,"2-SLE002.65","SLE6818",1,2014-10-31 12:00:00,NA,"WILLIAMG SHANABRUCH","WHS, WGS","WGS","WILLIAMG SHANABRUCH",2015-07-01 00:00:00,"MACS",200,"Fall"
1,"8-DOC000.69","DOC7557",1,2015-04-07 12:15:00,"Feces odor (human or natural?); trash near bridge.","JEANNEM CLASSEN","JMC/LDF","LF","LILLYD FRAZER",2016-01-21 00:00:00,"MACS",200,"Spring"
1,"9-DML004.65","DML8712",1,2015-11-09 10:30:00,NA,"GEORGEJ DEVLIN","GJD","RDM","RICHARD (DREW)D MILLER",2016-12-15 00:00:00,"Riffle",200,"Fall"
1,"2-XVX000.62","XVX7529",1,2015-04-08 10:30:00,NA,"WILLIAMG SHANABRUCH","WHS WGS","WHS","WARRENH SMIGO",2015-12-29 00:00:00,"MACS",200,"Spring"
1,"2-CXB000.86","CXB8559",1,2016-04-13 11:35:00,NA,"PHILLIPM HURST","bvw, rtt","RTT","ROBERT (TED)T TURNER",2016-10-24 00:00:00,"Riffle",200,"Spring"
1,"3-GRA002.01","GRA8374",1,2016-04-18 13:45:00,"Evidence of cows in stream. Mooing in the distance. Severe erosion on left bank.","LILLYD FRAZER","LDF","LF","LILLYD FRAZER",2016-08-30 00:00:00,"Riffle",200,"Spring"
1,"3-SMR002.60","SMR8236",1,2016-04-19 12:45:00,"Cement slabs at top of riffle. Possible left over from an old bridge. Small canoe launch on left bank. Freshwater sponge present.","LILLYD FRAZER","LDF/BDS","BS","BRETT STERN",2016-08-18 00:00:00,"Riffle",200,"Spring"
1,"3-RAP088.21","RMNRAP9020",1,2016-04-26 11:00:00,"ID by GLEC staff for USEPA.  Target count 300 organisms.  Rarified for VSCI calculations","LILLYD FRAZER","LF","GLE","Great Lakes Environmental Center",2017-03-20 00:00:00,"Riffle",200,"Spring"
1,"6BCLN320.68","CLN6565",1,2014-09-22 11:15:00,NA,"RAYMONDE CUMBO","REC","LLS","LANNYL SPARKS",2015-03-03 00:00:00,"Riffle",200,"Fall"
1,"4AENT001.64","ENT7988",1,2015-10-15 12:55:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2016-05-05 00:00:00,"MACS",200,"Fall"
1,"4ASRW004.87","SRW9960",1,2017-04-12 10:10:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2017-12-18 00:00:00,"Riffle",200,"Spring"
1,"2-CAT027.64","CAT10664",1,2017-05-31 14:30:00,NA,"RICHARD (DREW)D MILLER","RDM","GJD","GEORGEJ DEVLIN",2018-06-13 00:00:00,"Riffle",200,"Spring"
1,"6AFRY006.70","FRY7604",1,2015-10-05 11:15:00,"Beavers have established themselves in the lower reach.  Shifted sample location upstream approx. 50 meters.","LANNYL SPARKS","MLH","LLS","LANNYL SPARKS",2016-01-29 00:00:00,"Riffle",200,"Fall"
1,"6AFOX001.69","FOX7606",1,2015-10-14 10:15:00,NA,"LANNYL SPARKS","LLS","LLS","LANNYL SPARKS",2016-01-29 00:00:00,"Riffle",200,"Fall"
1,"2-MSC000.60","MSC6042",1,2014-06-02 13:30:00,NA,"WILLIAMJ VAN WART","bvw, rtt","RTT","ROBERT (TED)T TURNER",2014-11-20 00:00:00,"Riffle",200,"Spring"
1,"2-RRN002.19","RRN6089",1,2014-06-02 10:00:00,NA,"WILLIAMJ VAN WART","bvw, rtt","BVW","WILLIAMJ VAN WART",2014-12-01 00:00:00,"Riffle",200,"Spring"
1,"1BCDR045.30","CDR6399",1,2014-11-04 10:15:00,NA,"WILLIAMJ VAN WART","bvw, rtt","BVW","WILLIAMJ VAN WART",2015-02-12 00:00:00,"Riffle",200,"Fall"
1,"1BHPY001.29","HPY6406",1,2014-11-06 10:30:00,NA,"WILLIAMJ VAN WART","bvw. Rtt","RTT","ROBERT (TED)T TURNER",2015-02-12 00:00:00,"Riffle",200,"Fall"
1,"3-MAP002.61","MAP7232",1,2015-03-31 10:15:00,"Both filamentous and mats of bright green algae on most rocky surfaces.","JEANNEM CLASSEN","JMC/LDF","LF","LILLYD FRAZER",2015-11-04 00:00:00,"MACS",200,"Spring"
1,"2-IVA012.13","IVA7302",1,2015-04-29 11:45:00,"15-017","MIKEJ SHAVER","mjs","MSJ","MIKEJ SHAVER",2015-11-20 00:00:00,"MACS",200,"Spring"
1,"3-PIS008.15","PIS6737",1,2014-10-14 12:45:00,NA,"WARRENH SMIGO","WHS, WGS","WGS","WILLIAMG SHANABRUCH",2015-06-03 00:00:00,"MACS",200,"Fall"
1,"3-GAR004.93","GAR7143",1,2015-04-16 12:00:00,"Some Riparian re-buffering along banks.","JEANNEM CLASSEN","JMC/LDF","LF","LILLYD FRAZER",2015-10-06 00:00:00,"Riffle",200,"Spring"
1,"2-CEL004.03","CEL6945",1,2014-12-15 11:00:00,NA,"WARRENH SMIGO","WHS WGS","WHS","WARRENH SMIGO",2015-07-28 00:00:00,"MACS",200,"Fall"
1,"5ABSK004.32","BSK6790",1,2014-11-03 12:00:00,NA,"WARRENH SMIGO","WHS, WGS","WGS","WILLIAMG SHANABRUCH",2015-06-05 00:00:00,"Riffle",200,"Fall"
1,"2DBRI007.10","BRI6392",1,2014-09-23 11:15:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2015-02-11 00:00:00,"MACS",200,"Fall"
1,"2-BRX000.66","BRX6031",1,2014-05-06 13:00:00,NA,"ROBERT (TED)T TURNER","rtt","BVW","WILLIAMJ VAN WART",2014-11-20 00:00:00,"Riffle",200,"Spring"
1,"2-SNK000.88","SNK6093",1,2014-05-22 10:20:00,NA,"ROBERT (TED)T TURNER","rtt","BVW","WILLIAMJ VAN WART",2014-12-01 00:00:00,"Riffle",200,"Spring"
1,"2-LIJ003.06","LIJ7929",1,2015-08-27 09:00:00,NA,"WILLIAMJ VAN WART","bvw, rtt, pmh","BVW","WILLIAMJ VAN WART",2016-03-21 00:00:00,"Riffle",200,"Fall"
1,"3-MAP002.61","MAP7695",1,2015-10-13 11:45:00,"Strong smell of sewage. Pipe/manhole-entrance to sewer? Next to site. Iron-fixing bacteria present.","LILLYD FRAZER","LDF","LF","LILLYD FRAZER",2016-02-19 00:00:00,"Riffle",200,"Fall"
1,"2-LIJ003.06","LIJ7227",1,2015-04-07 10:00:00,NA,"ROBERT (TED)T TURNER","bvw, rtt","RTT","ROBERT (TED)T TURNER",2015-11-03 00:00:00,"Riffle",200,"Spring"
1,"8-LTL009.54","LTL009.54",1,2015-12-14 11:30:00,NA,"WILLIAMG SHANABRUCH","WHS WGS","WHS","WARRENH SMIGO",2016-08-29 00:00:00,"Riffle",200,"Fall"
1,"2-DOV003.55","DOV10076",1,2017-04-10 09:40:00,NA,"WARRENH SMIGO","WHS","WHS","WARRENH SMIGO",2018-02-02 00:00:00,"Riffle",200,"Spring"
1,"5AASM017.27","ASM10078",1,2017-03-13 12:00:00,NA,"WARRENH SMIGO","WHS","WHS","WARRENH SMIGO",2018-02-02 00:00:00,"MACS",200,"Spring"
1,"2-RED003.65","RED10304",1,2017-05-18 13:35:00,NA,"GEORGEJ DEVLIN","GJD, JRH","RDM","RICHARD (DREW)D MILLER",2018-03-02 00:00:00,"Riffle",200,"Spring"
1,"4ABTM008.98","BTM9953",1,2017-04-11 10:45:00,NA,"GEORGEJ DEVLIN","GJD, JRH","GJD","GEORGEJ DEVLIN",2017-12-13 00:00:00,"Riffle",200,"Spring"
1,"4APGG063.32","PGG8858",1,2015-11-18 09:00:00,NA,"GEORGEJ DEVLIN","GJD, RJS","RDM","RICHARD (DREW)D MILLER",2017-01-26 00:00:00,"Riffle",200,"Fall"
1,"2CSLM002.56","SLM8401",1,2015-12-03 14:00:00,NA,"WILLIAMG SHANABRUCH","WHS WGS","WHS","WARRENH SMIGO",2016-08-30 00:00:00,"MACS",200,"Fall"
1,"4AMEE017.24","MEE6711",1,2014-09-29 11:30:00,NA,"GEORGEJ DEVLIN","GJD","RDM","RICHARD (DREW)D MILLER",2015-05-14 00:00:00,"Riffle",200,"Fall"
1,"3-MUY003.63","MUY11076",1,2018-03-27 12:00:00,NA,"BRETT STERN","BDS,JDL","BS","BRETT STERN",2018-11-01 00:00:00,"Riffle",200,"Spring"
1,"4AFNG003.54","FNG8893",1,2016-03-23 13:00:00,NA,"GEORGEJ DEVLIN","GJD, RS","RDM","RICHARD (DREW)D MILLER",2017-02-07 00:00:00,"Riffle",200,"Spring"
1,"9-STE002.41","STE10185",1,2017-05-02 12:05:00,NA,"GEORGEJ DEVLIN","GJD","RDM","RICHARD (DREW)D MILLER",2018-02-19 00:00:00,"Riffle",200,"Spring"
1,"4AXOL000.94","XOL9003",1,2016-03-23 10:30:00,"Sample later date in future.  Too many immature.","GEORGEJ DEVLIN","GJD","GJD","GEORGEJ DEVLIN",2017-03-16 00:00:00,"Riffle",200,"Spring"
1,"3-CAE002.46","CAE7691",1,2015-09-08 10:15:00,"Road runs along L downstream bank from 1/3 of reach. Heavy sediment.","BRETT STERN","LDF","LF","LILLYD FRAZER",2016-02-19 00:00:00,"MACS",200,"Fall"
1,"9-PKC011.11","PKC6636",1,2014-09-18 14:15:00,NA,"GEORGEJ DEVLIN","GJD","RDM","RICHARD (DREW)D MILLER",2015-04-21 00:00:00,"Riffle",200,"Fall"
1,"4ABAA023.07","BAA8711",1,2015-10-27 16:30:00,NA,"GEORGEJ DEVLIN","GJD","RDM","RICHARD (DREW)D MILLER",2016-12-15 00:00:00,"Riffle",200,"Fall"
1,"9-WLK033.29","WLK8113",1,2015-11-09 12:00:00,NA,"GEORGEJ DEVLIN","GJD","GJD","GEORGEJ DEVLIN",2016-06-17 00:00:00,"Riffle",200,"Fall"
1,"3-WHO001.51","WHO8245",1,2016-03-10 10:00:00,"Bank restoration on left bank.","BRETT STERN","LDF/BDS","BS","BRETT STERN",2016-08-23 00:00:00,"Riffle",200,"Spring"
1,"3-XMR002.02","BOL11067",1,2018-04-11 10:30:00,NA,"BRETT STERN","BDS","BS","BRETT STERN",2018-11-01 00:00:00,"Riffle",200,"Spring"
1,"4ABOR031.30","BOR10671",1,2017-08-30 10:30:00,NA,"GEORGEJ DEVLIN","GJD","GJD","GEORGEJ DEVLIN",2018-06-13 00:00:00,"Riffle",200,"Fall"
1,"2-WDS000.12","WDS6453",1,2014-10-28 10:00:00,NA,"ROBERT (TED)T TURNER","rtt","RTT","ROBERT (TED)T TURNER",2015-02-19 00:00:00,"Riffle",200,"Fall"
1,"1ACUB011.25","CUB7141",1,2015-05-08 11:00:00,"Minimal habitat to sample. Construction in sampling stretch. Pipe in stream at bottom of riffle. Algae on all surfaces.","LILLYD FRAZER","LDF/JDL","LF","LILLYD FRAZER",2015-10-06 00:00:00,"Riffle",200,"Spring"
1,"4ATKR009.30","TKR7678",1,2015-05-12 14:30:00,NA,"RICHARD (DREW)D MILLER","RDM","GJD","GEORGEJ DEVLIN",2016-02-17 00:00:00,"Riffle",200,"Spring"
1,"4ADEE000.06","DEE8084",1,2015-05-12 13:30:00,NA,"RICHARD (DREW)D MILLER","RDM","RDM","RICHARD (DREW)D MILLER",2016-06-15 00:00:00,"Riffle",200,"Spring"
1,"6BHON002.08","HON8195",1,2016-05-05 15:00:00,NA,"LANNYL SPARKS","CNG","LLS","LANNYL SPARKS",2016-07-13 00:00:00,"Riffle",200,"Spring"
1,"6BPLC000.49","PLC7766",1,2015-10-01 12:30:00,NA,"LANNYL SPARKS","LLS","LLS","LANNYL SPARKS",2016-03-02 00:00:00,"Riffle",200,"Fall"
1,"3-JOR012.43","JOR8231",1,2016-05-19 13:25:00,"Ford below sampling stretch. River runs between 2 driveways","LILLYD FRAZER","LDF/BDS","BS","BRETT STERN",2016-08-18 00:00:00,"Riffle",200,"Spring"
1,"4ATKR000.69","TKR9098",1,2016-05-19 14:45:00,NA,"RICHARD (DREW)D MILLER","RDM","RDM","RICHARD (DREW)D MILLER",2017-04-05 00:00:00,"Riffle",200,"Spring"
1,"2-MWC000.60","MWC6451",1,2014-11-14 09:30:00,NA,"WILLIAMJ VAN WART","bvw, jp","RTT","ROBERT (TED)T TURNER",2015-02-19 00:00:00,"Riffle",200,"Fall"
1,"2-SNK000.88","SNK6449",1,2014-11-14 09:00:00,NA,"WILLIAMJ VAN WART","bvw, jp","RTT","ROBERT (TED)T TURNER",2015-02-19 00:00:00,"Riffle",200,"Fall"
1,"2-KRR001.54","KRR6036",1,2014-06-09 11:30:00,NA,"WILLIAMJ VAN WART","bvw, rtt","RTT","ROBERT (TED)T TURNER",2014-11-20 00:00:00,"Riffle",200,"Spring"
1,"1BLAR001.77","LAR6407",1,2014-11-04 13:00:00,NA,"WILLIAMJ VAN WART","bvw. Rtt","RTT","ROBERT (TED)T TURNER",2015-02-12 00:00:00,"Riffle",200,"Fall"
1,"1BFDY000.02","FDY6404",1,2014-11-06 13:15:00,NA,"WILLIAMJ VAN WART","bvw, rtt","BVW","WILLIAMJ VAN WART",2015-02-12 00:00:00,"Riffle",200,"Fall"
1,"1BCPL000.95","CPL6401",1,2014-11-13 10:00:00,NA,"WILLIAMJ VAN WART","bvw, rtt","BVW","WILLIAMJ VAN WART",2015-02-12 00:00:00,"Riffle",200,"Fall"
1,"2-LKN000.02","LKN6037",1,2014-05-06 11:30:00,NA,"ROBERT (TED)T TURNER","rtt","BVW","WILLIAMJ VAN WART",2014-11-20 00:00:00,"Riffle",200,"Spring"
1,"1AGOO044.36","GOO8492",1,2016-06-01 09:50:00,"Railroad tracks running along L bank. Rip rap along L bank.","LILLYD FRAZER","LDF/BDS","BS","BRETT STERN",2016-09-21 00:00:00,"Riffle",200,"Spring"
1,"8-SAR101.03","SAR8258",1,2016-05-31 12:15:00,"Turbid water. Thin coating of clay covering rock surfaces.","LILLYD FRAZER","LDF/BDS","LF","LILLYD FRAZER",2016-08-23 00:00:00,"Riffle",200,"Spring"
1,"4ATKR000.69","TKR7676",1,2015-05-06 10:00:00,"Unknown terrestrial left in vial.","RICHARD (DREW)D MILLER","RDM","GJD","GEORGEJ DEVLIN",2016-02-17 00:00:00,"Riffle",200,"Spring"
1,"2-IVC005.19","IVC6034",1,2014-05-22 09:30:00,NA,"ROBERT (TED)T TURNER","rtt","BVW","WILLIAMJ VAN WART",2014-11-20 00:00:00,"Riffle",200,"Spring"
1,"2-MWC000.60","MWC6043",1,2014-05-22 11:30:00,NA,"ROBERT (TED)T TURNER","rtt","RTT","ROBERT (TED)T TURNER",2014-11-20 00:00:00,"Riffle",200,"Spring"
1,"1BCST007.42","CST6402",1,2014-10-27 10:40:00,NA,"ROBERT (TED)T TURNER","rtt","RTT","ROBERT (TED)T TURNER",2015-02-12 00:00:00,"Riffle",200,"Fall"
1,"2BXRK001.64","XRK6443",1,2014-10-14 09:30:00,NA,"WILLIAMJ VAN WART","bvw, rtt, pmh, jp","RTT","ROBERT (TED)T TURNER",2015-02-19 00:00:00,"Riffle",200,"Fall"
1,"6BXSD000.74","XSD11827",1,2018-10-01 11:45:00,NA,"LANNYL SPARKS","LLS","MLH","MIKEL HUTCHISON",2019-08-13 00:00:00,"Riffle",200,"Fall"
1,"1ACER016.46","CER10191",1,2017-08-28 14:45:00,"Bright green algae growing on dead filamentous algae covering most submerged surfaces.","LILLYD FRAZER","LFE/BDS","LF","LILLYD FRAZER",2018-02-20 00:00:00,"Riffle",200,"Fall"
1,"2-JKS030.65","JKS9568",1,2017-07-20 13:30:00,NA,"RICHARD (DREW)D MILLER","RDM","RDM","RICHARD (DREW)D MILLER",2017-10-16 00:00:00,"Riffle",200,"Outside Sample Window"
1,"6BHON002.08","HON11814",1,2019-04-17 13:15:00,NA,"MIKEL HUTCHISON","MLH","LLS","LANNYL SPARKS",2019-08-08 00:00:00,"Riffle",200,"Spring"
1,"4APAA000.71","PAA10708",1,2017-10-18 13:30:00,NA,"RICHARD (DREW)D MILLER","RDM","GJD","GEORGEJ DEVLIN",2018-07-15 00:00:00,"Riffle",200,"Fall"
1,"4ARAC000.92","RAC11304",1,2018-10-10 11:30:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2019-01-03 00:00:00,"MACS",200,"Fall"
1,"2BXBA000.52","XBA10643",1,2017-10-31 10:50:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2018-06-07 00:00:00,"Riffle",200,"Fall"
1,"4ATER001.71","TER8434",1,2016-03-08 09:55:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2016-09-12 00:00:00,"Riffle",200,"Spring"
1,"1AHOC002.83","HOC7161",1,2015-05-19 10:30:00,NA,"WILLIAMJ VAN WART","bvw","RTT","ROBERT (TED)T TURNER",2015-10-28 00:00:00,"Riffle",200,"Spring"
1,"4ATYS002.96","TYS7986",1,2015-10-14 11:15:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2016-05-05 00:00:00,"MACS",200,"Fall"
1,"5AMLL001.27","MLL6393",1,2014-09-23 12:40:00,NA,"KELLYJ HAZLEGROVE","Hazlegrove","KJW","KELLYJ HAZLEGROVE",2015-02-11 00:00:00,"MACS",200,"Fall"
1,"6AHNE000.64","HNE7548",1,2015-10-06 10:30:00,NA,"LANNYL SPARKS","LLS","LLS","LANNYL SPARKS",2016-01-12 00:00:00,"Riffle",200,"Fall"
1,"6ALPP001.60","LPP7264",1,2015-10-21 09:30:00,NA,"LANNYL SPARKS","CLB","LLS","LANNYL SPARKS",2015-11-17 00:00:00,"Riffle",200,"Fall"
1,"9-LRR012.30","LRR8505",1,2016-05-05 11:30:00,"Beaver dams have majority of reach pooled. Poor riffle availability.","LANNYL SPARKS","CNG","LLS","LANNYL SPARKS",2016-10-06 00:00:00,"Riffle",200,"Spring"
1,"4AWOR000.34","WOR9097",1,2016-05-19 13:45:00,NA,"RICHARD (DREW)D MILLER","RDM","RDM","RICHARD (DREW)D MILLER",2017-04-05 00:00:00,"Riffle",200,"Spring"
1,"1BLSC003.52","LSC6410",1,2014-11-04 12:20:00,NA,"WILLIAMJ VAN WART","bvw. Rtt","BVW","WILLIAMJ VAN WART",2015-02-12 00:00:00,"Riffle",200,"Fall"
1,"1BSPR000.40","SPR6428",1,2014-11-13 10:40:00,NA,"WILLIAMJ VAN WART","bvw, rtt","RTT","ROBERT (TED)T TURNER",2015-02-18 00:00:00,"Riffle",200,"Fall"
1,"6CWLF005.95","WLF7545",1,2015-10-06 14:30:00,NA,"LANNYL SPARKS","LLS","LLS","LANNYL SPARKS",2016-01-05 00:00:00,"Riffle",200,"Fall"
1,"1ABUL025.94","BUL7662",1,2015-10-09 09:30:00,"Cloudy water, low visibility. Foam in riffle. Rains from Hurricane Juaquin on 10/2-10/3.","LILLYD FRAZER","LDF","LF","LILLYD FRAZER",2016-02-12 00:00:00,"Riffle",200,"Fall"
1,"8-FOS000.84","FOS7876",1,2015-10-23 10:40:00,"Iron fixing bacteria present. Not a lot of habitat to sample.","LILLYD FRAZER","LDF/BDS","LF","LILLYD FRAZER",2016-03-18 00:00:00,"MACS",200,"Fall"
1,"8-RKC001.35","RKC7884",1,2015-10-23 12:00:00,"Powerline clearing crossing perpendicular to lower stretch of segment. Rocks embedded, sediment deposition. Very slick from periphyton. Small manmade rock wall at top of stretch (slowing flow).","LILLYD FRAZER","LDF/BDS","LF","LILLYD FRAZER",2016-03-18 00:00:00,"Riffle",200,"Fall"
1,"8-HRS001.35","HRS7879",1,2015-10-23 13:45:00,"Fenced off cow crossing upstream. Trash present in stream. Sedimentation common. Trees falling into stream due to erosion.","LILLYD FRAZER","LDF/BDS","LF","LILLYD FRAZER",2016-03-18 00:00:00,"MACS",200,"Fall"
1,"4AWLF000.09","WLF8090",1,2015-05-06 12:30:00,NA,"RICHARD (DREW)D MILLER","RDM","RDM","RICHARD (DREW)D MILLER",2016-06-16 00:00:00,"Riffle",200,"Spring"
1,"4AWOR000.34","WOR7675",1,2015-05-06 11:00:00,NA,"RICHARD (DREW)D MILLER","RDM","GJD","GEORGEJ DEVLIN",2016-02-17 00:00:00,"Riffle",200,"Spring"
1,"4ABOE004.86","BOE08112",1,2015-05-06 13:30:00,NA,"RICHARD (DREW)D MILLER","RDM","GJD","GEORGEJ DEVLIN",2016-06-17 00:00:00,"Riffle",200,"Spring"
1,"3-RAP051.21","RAP7886",1,2015-09-01 10:40:00,"Green filamentous macrophytes covering all riffle surfaces.","LILLYD FRAZER","LDF/BDS","LF","LILLYD FRAZER",2016-03-18 00:00:00,"Riffle",200,"Fall"
1,"6CBLC002.90","BLC7654",1,2015-10-15 14:00:00,NA,"LANNYL SPARKS","LLS","LLS","LANNYL SPARKS",2016-02-11 00:00:00,"Riffle",200,"Fall"
