Sample,OTU,Count,Model_Jul04,OTU_CODE
02061CSR,Sweltsa,5,NT,B214
02061CSR,Trombidiformes,4,NT,B223
02061CSR,Wormaldia,7,NT,B229
02061CSR,Yoraperla,1,NT,B230
02061CSR,Zaitzevia,15,NT,B231
02061CSR,Zapada,6,NT,B232
02062REF,Arctopsyche,1,N,B15
02062REF,Baetis,24,N,B21
02062REF,Calineuria,12,N,B27
02062REF,Ceratopogoninae,4,N,B33
02062REF,Chironominae,54,N,B37
02062REF,Cinygmula,29,N,B40
02062REF,Dicranota,7,N,B58
02062REF,Diphetor_hageni,6,N,B59
02062REF,Dixa,1,N,B61
02062REF,Forcipomyiinae,21,N,B87
02062REF,Glossosoma,9,N,B89
02062REF,Glutops,3,N,B90
02062REF,Hesperoperla,26,N,B103
02062REF,Heterlimnius,41,N,B104
02062REF,Hydatophylax,1,N,B110
02062REF,Hydropsyche,28,N,B114
02062REF,Ironodes,3,N,B116
02062REF,Juga,1,N,B119
02062REF,Malenka,10,N,B134
02062REF,Maruina,1,N,B136
02062REF,Nematoda,2,N,B146
02062REF,Oligochaeta,1,N,B156
02062REF,Optioservus,12,N,B159
02062REF,Orthocladiinae,46,N,B162
02062REF,Paraperla,2,N,B165
02062REF,Parapsyche,1,N,B166
02062REF,Pericoma/Telmatoscopus,8,N,B169
02062REF,Pristinicola,1,N,B180
02062REF,Rhyacophila,15,N,B199
02062REF,Simulium,3,N,B204
02062REF,Sweltsa,25,N,B214
02062REF,Tipula,1,N,B220
02062REF,Trombidiformes,3,N,B223
02062REF,Wormaldia,32,N,B229
02062REF,Zaitzevia,5,N,B231
02062REF,Zapada,129,N,B232
02063CSR,Baetis,7,C,B21
02063CSR,Calineuria,15,C,B27
02063CSR,Ceratopogoninae,3,C,B33
02063CSR,Chironominae,151,C,B37
02063CSR,Cleptelmis,1,C,B42
02063CSR,Cryptolabis,1,C,B50
02063CSR,Dicranota,1,C,B58
02063CSR,Diphetor_hageni,24,C,B59
02063CSR,Eubrianax,68,C,B81
02063CSR,Forcipomyiinae,1,C,B87
02063CSR,Gomphidae,8,C,B92
02063CSR,Hesperoperla,4,C,B103
02063CSR,Hexatoma,1,C,B106
02063CSR,Hydropsyche,20,C,B114
02063CSR,Ironodes,3,C,B116
02063CSR,Juga,28,C,B119
02063CSR,Lepidostoma,6,C,B125
02063CSR,Leptophlebiidae,12,C,B127
02063CSR,Limnophila,1,C,B131
02063CSR,Malenka,27,C,B134
02063CSR,Micrasema,1,C,B140
02063CSR,Microcylloepus,1,C,B141
02063CSR,Nematoda,1,C,B146
02063CSR,Neophylax,1,C,B149
02063CSR,Oligochaeta,3,C,B156
02063CSR,Onocosmoecus,1,C,B158
02063CSR,Optioservus,14,C,B159
02063CSR,Orthocladiinae,52,C,B162
02063CSR,Rhithrogena,44,C,B197
02063CSR,Rhyacophila,10,C,B199
02063CSR,Simulium,5,C,B204
02063CSR,Sphaeriidae,3,C,B209
02063CSR,Sweltsa,3,C,B214
02063CSR,Tanypodinae,8,C,B217
02063CSR,Trombidiformes,7,C,B223
02063CSR,Wormaldia,28,C,B229
02063CSR,Yoraperla,1,C,B230
02063CSR,Zaitzevia,4,C,B231
02063CSR,Zapada,29,C,B232
02064REF,Anagapetus,1,N,B12
02064REF,Baetis,1,N,B21
02064REF,Calineuria,3,N,B27
02064REF,Ceratopogoninae,1,N,B33
02064REF,Chironominae,76,N,B37
02064REF,Dicranota,11,N,B58
02064REF,Diphetor_hageni,24,N,B59
02064REF,Dixa,3,N,B61
02064REF,Glossosoma,2,N,B89
02064REF,Hexatoma,7,N,B106
02064REF,Hydatophylax,1,N,B110
02064REF,Hydropsyche,9,N,B114
02064REF,Isoperla,1,N,B118
02064REF,Juga,42,N,B119
02064REF,Lara,1,N,B124
02064REF,Lepidostoma,31,N,B125
02064REF,Leptophlebiidae,69,N,B127
02064REF,Malenka,1,N,B134
02064REF,Micrasema,2,N,B140
02064REF,Nematoda,1,N,B146
02064REF,Neothremma,4,N,B150
02064REF,Oligochaeta,9,N,B156
02064REF,Optioservus,13,N,B159
02064REF,Orthocladiinae,12,N,B162
02064REF,Pericoma/Telmatoscopus,4,N,B169
02064REF,Rhyacophila,26,N,B199
02064REF,Simulium,1,N,B204
02064REF,Sphaeriidae,7,N,B209
02064REF,Sweltsa,47,N,B214
02064REF,Tanypodinae,9,N,B217
02064REF,Trombidiformes,2,N,B223
02064REF,Wormaldia,1,N,B229
02064REF,Zaitzevia,7,N,B231
02064REF,Zapada,88,N,B232
02066CSR,Acentrella,7,N,B1
02066CSR,Antocha,3,N,B13
02066CSR,Arctopsyche,3,N,B15
02066CSR,Baetis,54,N,B21
02066CSR,Calineuria,4,N,B27
02066CSR,Chironominae,199,N,B37
02066CSR,Cinygmula,5,N,B40
02066CSR,Diamesinae,1,N,B56
02066CSR,Dicosmoecus,2,N,B57
02066CSR,Diphetor_hageni,10,N,B59
02066CSR,Drunella_doddsi,11,N,B67
02066CSR,Glossosoma,13,N,B89
02066CSR,Hesperoperla,3,N,B103
02066CSR,Heterlimnius,1,N,B104
02066CSR,Hexatoma,3,N,B106
02066CSR,Hydropsyche,13,N,B114
02066CSR,Juga,5,N,B119
02066CSR,Neophylax,2,N,B149
02066CSR,Optioservus,2,N,B159
02066CSR,Orthocladiinae,9,N,B162
02066CSR,Rhithrogena,30,N,B197
02066CSR,Rhyacophila,8,N,B199
02066CSR,Serratella,13,N,B200
02066CSR,Simulium,187,N,B204
02066CSR,Sphaeriidae,1,N,B209
02066CSR,Suwallia,6,N,B213
02066CSR,Sweltsa,1,N,B214
02066CSR,Trombidiformes,8,N,B223
02066CSR,Wormaldia,1,N,B229
02066CSR,Zaitzevia,12,N,B231
02068REF,Acneus,2,C,B2
02068REF,Ameletus,1,C,B6
02068REF,Ametor,1,C,B7
02068REF,Arctopsyche,2,C,B15
02068REF,Baetis,8,C,B21
02068REF,Calineuria,9,C,B27
02068REF,Ceratopogoninae,1,C,B33
02068REF,Chironominae,33,C,B37
02068REF,Cinygma,1,C,B39
02068REF,Cinygmula,44,C,B40
02068REF,Despaxia,9,C,B54
02068REF,Dicranota,4,C,B58
02068REF,Diphetor_hageni,9,C,B59
02068REF,Dixa,5,C,B61
02068REF,Dolophilodes,15,C,B64
02068REF,Drunella_doddsi,8,C,B67
02068REF,Forcipomyiinae,1,C,B87
02068REF,Glossosoma,4,C,B89
02068REF,Glutops,1,C,B90
02068REF,Gomphidae,8,C,B92
02068REF,Hesperoperla,9,C,B103
02068REF,Heterlimnius,1,C,B104
02068REF,Heteroplectron,6,C,B105
02068REF,Hexatoma,2,C,B106
02068REF,Hirudinea,11,C,B108
02068REF,Hydraenidae,1,C,B111
02068REF,Hydropsyche,16,C,B114
02068REF,Ironodes,18,C,B116
02068REF,Juga,1,C,B119
02068REF,Lara,3,C,B124
02068REF,Lepidostoma,5,C,B125
02068REF,Leptophlebiidae,10,C,B127
02068REF,Malenka,29,C,B134
02068REF,Maruina,2,C,B136
02068REF,Meringodixa,5,C,B138
02068REF,Micrasema,1,C,B140
02068REF,Nematoda,9,C,B146
02068REF,Neophylax,3,C,B149
02068REF,Oligochaeta,14,C,B156
02068REF,Orthocladiinae,14,C,B162
02068REF,Paraperla,6,C,B165
02068REF,Parapsyche,1,C,B166
02068REF,Pericoma/Telmatoscopus,2,C,B169
02068REF,Rhithrogena,4,C,B197
02068REF,Rhyacophila,37,C,B199
02068REF,Soliperla,4,C,B206
02068REF,Sphaeriidae,4,C,B209
02068REF,Sweltsa,20,C,B214
02068REF,Tanypodinae,7,C,B217
02068REF,Thaumaleidae,1,C,B218
02068REF,Trombidiformes,4,C,B223
02068REF,Visoka,1,C,B227
02068REF,Yoraperla,2,C,B230
02068REF,Zaitzevia,31,C,B231
02068REF,Zapada,37,C,B232
02069CSR,Ameletus,17,C,B6
02069CSR,Ametor,1,C,B7
02069CSR,Baetis,37,C,B21
02069CSR,Caudatella,8,C,B31
02069CSR,Ceratopogoninae,1,C,B33
02069CSR,Chironominae,62,C,B37
02069CSR,Cinygma,2,C,B39
02069CSR,Cinygmula,55,C,B40
02069CSR,Diamesinae,1,C,B56
02069CSR,Dixa,2,C,B61
02069CSR,Drunella_coloradensis/flavilinea,4,C,B66
02069CSR,Drunella_doddsi,3,C,B67
02069CSR,Drunella_spinifera,11,C,B70
02069CSR,Dytiscidae,1,C,B72
02069CSR,Ephemerella,6,C,B78
02069CSR,Hexatoma,3,C,B106
02069CSR,Hydraenidae,2,C,B111
02069CSR,Isoperla,77,C,B118
02069CSR,Leptophlebiidae,5,C,B127
02069CSR,Megarcys,12,C,B137
02069CSR,Micrasema,55,C,B140
02069CSR,Nematoda,2,C,B146
02069CSR,Oligochaeta,3,C,B156
02069CSR,Optioservus,1,C,B159
02069CSR,Orthocladiinae,64,C,B162
02069CSR,Prosimulium,1,C,B183
02069CSR,Rhyacophila,4,C,B199
02069CSR,Serratella,11,C,B200
02069CSR,Simulium,16,C,B204
02069CSR,Sweltsa,5,C,B214
02069CSR,Tanypodinae,2,C,B217
02069CSR,Tipula,1,C,B220
02069CSR,Trombidiformes,1,C,B223
02069CSR,Zapada,48,C,B232
02071CSR,Baetis,53,NT,B21
02071CSR,Capniidae,3,NT,B30
02071CSR,Ceratopogoninae,1,NT,B33
02071CSR,Chironominae,98,NT,B37
02071CSR,Cinygma,2,NT,B39
02071CSR,Cinygmula,1,NT,B40
02071CSR,Cleptelmis,3,NT,B42
02071CSR,Dicranota,2,NT,B58
02071CSR,Dytiscidae,1,NT,B72
02071CSR,Glossosoma,3,NT,B89
02071CSR,Isoperla,2,NT,B118
02071CSR,Juga,65,NT,B119
02071CSR,Lara,1,NT,B124
02071CSR,Malenka,5,NT,B134
02071CSR,Oligochaeta,53,NT,B156
02071CSR,Optioservus,24,NT,B159
02071CSR,Orthocladiinae,16,NT,B162
02071CSR,Rhithrogena,1,NT,B197
02071CSR,Rhyacophila,12,NT,B199
02071CSR,Serratella,1,NT,B200
02071CSR,Simulium,89,NT,B204
02071CSR,Skwala,2,NT,B205
02071CSR,Sphaeriidae,62,NT,B209
02071CSR,Sweltsa,21,NT,B214
02071CSR,Tanypodinae,2,NT,B217
02071CSR,Trombidiformes,6,NT,B223
02071CSR,Zapada,2,NT,B232
02073CSR,Ameletus,13,N,B6
02073CSR,Ceratopogoninae,5,N,B33
02073CSR,Chironominae,44,N,B37
02073CSR,Cinygmula,1,N,B40
02073CSR,Cryptochia,2,N,B49
02073CSR,Dicranota,5,N,B58
02073CSR,Diphetor_hageni,1,N,B59
02073CSR,Dixa,1,N,B61
02073CSR,Ephemerella,4,N,B78
02073CSR,Glossosoma,3,N,B89
02073CSR,Heterlimnius,2,N,B104
02073CSR,Isoperla,6,N,B118
02073CSR,Lara,1,N,B124
02073CSR,Lepidostoma,2,N,B125
02073CSR,Leptophlebiidae,13,N,B127
02073CSR,Malenka,1,N,B134
02073CSR,Meringodixa,1,N,B138
02073CSR,Moselia,8,N,B143
02073CSR,Nematoda,13,N,B146
02073CSR,Oligochaeta,3,N,B156
02073CSR,Orthocladiinae,17,N,B162
02073CSR,Pristinicola,6,N,B180
02073CSR,Psychoglypha,2,N,B190
02073CSR,Rhithrogena,1,N,B197
02073CSR,Rhyacophila,11,N,B199
02073CSR,Sialis,6,N,B202
02073CSR,Skwala,22,N,B205
02073CSR,Sphaeriidae,10,N,B209
02073CSR,Sweltsa,55,N,B214
02073CSR,Tanypodinae,2,N,B217
02073CSR,Trombidiformes,100,N,B223
02073CSR,Turbellaria,19,N,B225
02073CSR,Yoraperla,74,N,B230
02073CSR,Zapada,26,N,B232
02074CSR,Antocha,5,N,B13
02074CSR,Atherix,1,N,B18
02074CSR,Baetis,77,N,B21
02074CSR,Calineuria,19,N,B27
02074CSR,Ceratopogoninae,1,N,B33
02074CSR,Cheumatopsyche,5,N,B35
02074CSR,Chironominae,80,N,B37
02074CSR,Diamesinae,3,N,B56
02074CSR,Diphetor_hageni,29,N,B59
02074CSR,Epeorus,9,N,B77
02074CSR,Ephemerella,4,N,B78
02074CSR,Glossosoma,28,N,B89
02074CSR,Hesperoconopa,1,N,B102
02074CSR,Hexatoma,2,N,B106
02074CSR,Hydropsyche,14,N,B114
02074CSR,Hydroptila,8,N,B115
02074CSR,Isonychia,7,N,B117
02074CSR,Juga,21,N,B119
02074CSR,Lepidostoma,1,N,B125
02074CSR,Malenka,2,N,B134
02074CSR,Narpus,3,N,B145
02074CSR,Nixe/Leucocruta,2,N,B152
02074CSR,Oligochaeta,1,N,B156
02074CSR,Optioservus,44,N,B159
02074CSR,Ordobrevia,3,N,B160
02074CSR,Orthocladiinae,53,N,B162
02074CSR,Paraperla,1,N,B165
02074CSR,Psephenus,11,N,B187
02074CSR,Rhyacophila,10,N,B199
02074CSR,Serratella,15,N,B200
02074CSR,Simulium,17,N,B204
02074CSR,Tanypodinae,1,N,B217
02074CSR,Trombidiformes,11,N,B223
02074CSR,Wormaldia,4,N,B229
02074CSR,Zaitzevia,19,N,B231
02075CSR,Amiocentrus,5,N,B8
02075CSR,Antocha,1,N,B13
02075CSR,Atherix,1,N,B18
02075CSR,Baetis,61,N,B21
02075CSR,Blephariceridae,1,N,B23
02075CSR,Calineuria,1,N,B27
02075CSR,Ceratopogoninae,1,N,B33
02075CSR,Cheumatopsyche,21,N,B35
02075CSR,Chironominae,40,N,B37
02075CSR,Cleptelmis,2,N,B42
02075CSR,Diphetor_hageni,6,N,B59
02075CSR,Epeorus,1,N,B77
02075CSR,Glossosoma,19,N,B89
02075CSR,Gomphidae,1,N,B92
02075CSR,Haliplidae,1,N,B96
02075CSR,Hesperoperla,1,N,B103
02075CSR,Hexatoma,2,N,B106
02075CSR,Hydropsyche,31,N,B114
02075CSR,Hydroptila,4,N,B115
02075CSR,Juga,42,N,B119
02075CSR,Lepidostoma,8,N,B125
02075CSR,Leptophlebiidae,2,N,B127
02075CSR,Malenka,4,N,B134
02075CSR,Nixe/Leucocruta,1,N,B152
02075CSR,Ochrotrichia,3,N,B153
02075CSR,Oligochaeta,2,N,B156
02075CSR,Optioservus,53,N,B159
02075CSR,Orthocladiinae,29,N,B162
02075CSR,Psephenus,34,N,B187
02075CSR,Rhithrogena,9,N,B197
02075CSR,Rhyacophila,3,N,B199
02075CSR,Simulium,30,N,B204
02075CSR,Tanypodinae,1,N,B217
02075CSR,Tricorythodes,1,N,B222
02075CSR,Trombidiformes,11,N,B223
02075CSR,Wormaldia,6,N,B229
02075CSR,Yoraperla,1,N,B230
02075CSR,Zaitzevia,19,N,B231
02076CSR,Amiocentrus,1,N,B8
02076CSR,Baetis,2,N,B21
02076CSR,Calineuria,14,N,B27
02076CSR,Chironominae,61,N,B37
02076CSR,Cinygmula,6,N,B40
02076CSR,Dicosmoecus,1,N,B57
02076CSR,Dicranota,1,N,B58
02076CSR,Diphetor_hageni,8,N,B59
02076CSR,Eubrianax,2,N,B81
02076CSR,Glossosoma,27,N,B89
02076CSR,Goeridae,2,N,B91
02076CSR,Hexatoma,1,N,B106
02076CSR,Hirudinea,1,N,B108
02076CSR,Hydropsyche,1,N,B114
02076CSR,Juga,340,N,B119
02076CSR,Lepidostoma,4,N,B125
02076CSR,Neophylax,3,N,B149
02076CSR,Oligochaeta,4,N,B156
02076CSR,Optioservus,48,N,B159
02076CSR,Orthocladiinae,3,N,B162
02076CSR,Rhithrogena,61,N,B197
02076CSR,Rhyacophila,6,N,B199
02076CSR,Sweltsa,11,N,B214
02076CSR,Tanypodinae,2,N,B217
02076CSR,Wormaldia,1,N,B229
02076CSR,Zaitzevia,7,N,B231
02076CSR,Zapada,1,N,B232
02078REF,Ameletus,1,C,B6
02078REF,Amiocentrus,5,C,B8
02078REF,Ampumixis,2,C,B10
02078REF,Antocha,7,C,B13
02078REF,Arctopsyche,2,C,B15
02078REF,Baetis,47,C,B21
02078REF,Calineuria,6,C,B27
02078REF,Ceratopogoninae,4,C,B33
02078REF,Chironominae,72,C,B37
02078REF,Cinygmula,7,C,B40
02078REF,Corydalidae,2,C,B47
02078REF,Dicranota,1,C,B58
02078REF,Diphetor_hageni,5,C,B59
02078REF,Dixa,1,C,B61
02078REF,Drunella_doddsi,67,C,B67
02078REF,Epeorus,10,C,B77
02078REF,Glossosoma,149,C,B89
02078REF,Gomphidae,1,C,B92
02078REF,Hesperoperla,11,C,B103
02078REF,Heterlimnius,15,C,B104
02078REF,Hexatoma,2,C,B106
02078REF,Hydropsyche,1,C,B114
02078REF,Juga,22,C,B119
02078REF,Lepidostoma,3,C,B125
02078REF,Leptophlebiidae,4,C,B127
02078REF,Malenka,2,C,B134
02078REF,Micrasema,1,C,B140
02078REF,Moselia,1,C,B143
02078REF,Neophylax,5,C,B149
02078REF,Optioservus,4,C,B159
02078REF,Orthocladiinae,7,C,B162
02078REF,Paraperla,1,C,B165
02078REF,Rhithrogena,44,C,B197
02078REF,Rhyacophila,15,C,B199
02078REF,Serratella,2,C,B200
02078REF,Simulium,3,C,B204
02078REF,Sphaeriidae,1,C,B209
02078REF,Sweltsa,4,C,B214
02078REF,Tanypodinae,1,C,B217
02078REF,Trombidiformes,2,C,B223
02078REF,Wormaldia,2,C,B229
02078REF,Zaitzevia,1,C,B231
02078REF,Zapada,3,C,B232
02079CSR,Baetis,5,N,B21
02079CSR,Cheumatopsyche,20,N,B35
02079CSR,Chironominae,42,N,B37
02079CSR,Coenagrionidae,25,N,B44
02079CSR,Dicosmoecus,1,N,B57
02079CSR,Diphetor_hageni,7,N,B59
02079CSR,Fluminicola,130,N,B86
02079CSR,Juga,160,N,B119
02079CSR,Lepidostoma,2,N,B125
02079CSR,Leptophlebiidae,5,N,B127
02079CSR,Nematoda,3,N,B146
02079CSR,Oligochaeta,33,N,B156
02079CSR,Orthocladiinae,9,N,B162
02079CSR,Rhyacophila,2,N,B199
02079CSR,Simulium,2,N,B204
02079CSR,Sphaeriidae,89,N,B209
02079CSR,Tanypodinae,17,N,B217
02080REF,Amiocentrus,1,C,B8
02080REF,Arctopsyche,2,C,B15
02080REF,Attenella,6,C,B20
02080REF,Baetis,41,C,B21
02080REF,Calineuria,1,C,B27
02080REF,Ceratopogoninae,4,C,B33
02080REF,Chironominae,66,C,B37
02080REF,Cinygma,3,C,B39
02080REF,Cinygmula,40,C,B40
02080REF,Cleptelmis,1,C,B42
02080REF,Dicranota,4,C,B58
02080REF,Diphetor_hageni,1,C,B59
02080REF,Dolichopodidae,1,C,B63
02080REF,Doroneuria,3,C,B65
02080REF,Drunella_doddsi,17,C,B67
02080REF,Epeorus,20,C,B77
02080REF,Forcipomyiinae,1,C,B87
02080REF,Glossosoma,10,C,B89
02080REF,Glutops,2,C,B90
02080REF,Hesperoperla,8,C,B103
02080REF,Hydropsyche,26,C,B114
02080REF,Ironodes,9,C,B116
02080REF,Juga,1,C,B119
02080REF,Lara,1,C,B124
02080REF,Leptophlebiidae,7,C,B127
02080REF,Limonia,4,C,B132
02080REF,Malenka,2,C,B134
02080REF,Maruina,44,C,B136
02080REF,Micrasema,1,C,B140
02080REF,Nematoda,5,C,B146
02080REF,Oligochaeta,27,C,B156
02080REF,Oligophlebodes,5,C,B157
02080REF,Optioservus,3,C,B159
02080REF,Orthocladiinae,11,C,B162
02080REF,Pericoma/Telmatoscopus,2,C,B169
02080REF,Pteronarcys,1,C,B193
02080REF,Rhithrogena,15,C,B197
02080REF,Rhyacophila,40,C,B199
02080REF,Simulium,32,C,B204
02080REF,Skwala,8,C,B205
02080REF,Sweltsa,13,C,B214
02080REF,Thaumaleidae,2,C,B218
02080REF,Trombidiformes,3,C,B223
02080REF,Turbellaria,1,C,B225
02080REF,Wormaldia,11,C,B229
02080REF,Zaitzevia,13,C,B231
02080REF,Zapada,8,C,B232
02082CSR,Antocha,1,C,B13
02082CSR,Arctopsyche,1,C,B15
02082CSR,Baetis,45,C,B21
02082CSR,Calineuria,20,C,B27
02082CSR,Chironominae,52,C,B37
02082CSR,Cinygmula,11,C,B40
02082CSR,Diphetor_hageni,4,C,B59
02082CSR,Dixa,2,C,B61
02082CSR,Drunella_doddsi,33,C,B67
02082CSR,Glossosoma,86,C,B89
02082CSR,Glutops,8,C,B90
02082CSR,Gomphidae,1,C,B92
02082CSR,Hesperoperla,14,C,B103
02082CSR,Heterlimnius,4,C,B104
02082CSR,Hexatoma,2,C,B106
02082CSR,Hydropsyche,14,C,B114
02082CSR,Ironodes,3,C,B116
02082CSR,Juga,39,C,B119
02082CSR,Lara,2,C,B124
02082CSR,Leptophlebiidae,1,C,B127
02082CSR,Maruina,2,C,B136
02082CSR,Micrasema,1,C,B140
02082CSR,Moselia,1,C,B143
02082CSR,Nematoda,1,C,B146
02082CSR,Neophylax,6,C,B149
02082CSR,Oligochaeta,13,C,B156
02082CSR,Optioservus,44,C,B159
02082CSR,Orthocladiinae,15,C,B162
02082CSR,Rhithrogena,56,C,B197
02082CSR,Rhyacophila,26,C,B199
02082CSR,Sphaeriidae,1,C,B209
02082CSR,Sweltsa,5,C,B214
02082CSR,Tanypodinae,1,C,B217
02082CSR,Trombidiformes,6,C,B223
02082CSR,Turbellaria,1,C,B225
02082CSR,Wormaldia,4,C,B229
02082CSR,Yoraperla,1,C,B230
02082CSR,Zaitzevia,5,C,B231
02082CSR,Zapada,51,C,B232
02083CSR,Baetis,101,N,B21
02083CSR,Cheumatopsyche,1,N,B35
02083CSR,Chironominae,108,N,B37
02083CSR,Cinygma,3,N,B39
02083CSR,Dicosmoecus,1,N,B57
02083CSR,Dicranota,1,N,B58
02083CSR,Gammarus,4,N,B88
02083CSR,Hydropsyche,98,N,B114
02083CSR,Ironodes,1,N,B116
02083CSR,Juga,9,N,B119
02083CSR,Leptophlebiidae,2,N,B127
02083CSR,Nematoda,1,N,B146
02083CSR,Oligochaeta,94,N,B156
02083CSR,Orthocladiinae,64,N,B162
02083CSR,Pedicia,1,N,B167
02083CSR,Simulium,356,N,B204
02083CSR,Tanypodinae,8,N,B217
02083CSR,Trombidiformes,9,N,B223
02083CSR,Zapada,3,N,B232
02085CSR,Baetis,22,NT,B21
02085CSR,Calineuria,2,NT,B27
02085CSR,Ceratopogoninae,1,NT,B33
02085CSR,Chironominae,52,NT,B37
02085CSR,Cinygmula,2,NT,B40
02085CSR,Diphetor_hageni,4,NT,B59
02085CSR,Epeorus,1,NT,B77
02085CSR,Glossosoma,23,NT,B89
02085CSR,Hesperoperla,1,NT,B103
02085CSR,Heterlimnius,4,NT,B104
02085CSR,Hexatoma,1,NT,B106
02085CSR,Ironodes,2,NT,B116
02085CSR,Juga,3,NT,B119
02085CSR,Leptophlebiidae,3,NT,B127
02085CSR,Malenka,2,NT,B134
02085CSR,Nematoda,2,NT,B146
02085CSR,Oligochaeta,8,NT,B156
02085CSR,Orthocladiinae,7,NT,B162
02085CSR,Rhithrogena,46,NT,B197
02085CSR,Rhyacophila,9,NT,B199
02085CSR,Simulium,278,NT,B204
02085CSR,Sweltsa,5,NT,B214
02085CSR,Wormaldia,15,NT,B229
02085CSR,Yoraperla,1,NT,B230
02085CSR,Zaitzevia,16,NT,B231
02085CSR,Zapada,2,NT,B232
02086CSR,Antocha,2,C,B13
02086CSR,Arctopsyche,6,C,B15
02086CSR,Baetis,28,C,B21
02086CSR,Calineuria,11,C,B27
02086CSR,Chironominae,119,C,B37
02086CSR,Cinygmula,13,C,B40
02086CSR,Cleptelmis,1,C,B42
02086CSR,Diamesinae,1,C,B56
02086CSR,Dicranota,2,C,B58
02086CSR,Diphetor_hageni,3,C,B59
02086CSR,Dixa,1,C,B61
02086CSR,Drunella_doddsi,20,C,B67
02086CSR,Epeorus,32,C,B77
02086CSR,Glossosoma,6,C,B89
02086CSR,Hesperoperla,13,C,B103
02086CSR,Hydropsyche,26,C,B114
02086CSR,Ironodes,20,C,B116
02086CSR,Juga,30,C,B119
02086CSR,Lara,1,C,B124
02086CSR,Leptophlebiidae,4,C,B127
02086CSR,Malenka,2,C,B134
02086CSR,Maruina,4,C,B136
02086CSR,Micrasema,5,C,B140
02086CSR,Nematoda,4,C,B146
02086CSR,Oligochaeta,52,C,B156
02086CSR,Optioservus,4,C,B159
02086CSR,Orthocladiinae,28,C,B162
02086CSR,Paraperla,3,C,B165
02086CSR,Rhithrogena,40,C,B197
02086CSR,Rhyacophila,19,C,B199
02086CSR,Simulium,9,C,B204
02086CSR,Soliperla,2,C,B206
02086CSR,Sphaeriidae,2,C,B209
02086CSR,Sweltsa,7,C,B214
02086CSR,Trombidiformes,2,C,B223
02086CSR,Wiedemannia,3,C,B228
02086CSR,Wormaldia,5,C,B229
02086CSR,Zaitzevia,5,C,B231
02086CSR,Zapada,35,C,B232
02087REF,Baetis,11,C,B21
02087REF,Calineuria,1,C,B27
02087REF,Ceratopogoninae,1,C,B33
02087REF,Chironominae,54,C,B37
02087REF,Cinygma,1,C,B39
02087REF,Cinygmula,14,C,B40
02087REF,Dicranota,1,C,B58
02087REF,Diphetor_hageni,6,C,B59
02087REF,Dixa,1,C,B61
02087REF,Drunella_doddsi,3,C,B67
02087REF,Glossosoma,15,C,B89
02087REF,Gomphidae,1,C,B92
02087REF,Hesperoperla,6,C,B103
02087REF,Heterlimnius,5,C,B104
02087REF,Hydropsyche,6,C,B114
02087REF,Juga,347,C,B119
02087REF,Lara,1,C,B124
02087REF,Leptophlebiidae,11,C,B127
02087REF,Malenka,4,C,B134
02087REF,Maruina,1,C,B136
02087REF,Narpus,1,C,B145
02087REF,Neophylax,1,C,B149
02087REF,Oligochaeta,1,C,B156
02087REF,Optioservus,4,C,B159
02087REF,Orthocladiinae,25,C,B162
02087REF,Pericoma/Telmatoscopus,2,C,B169
02087REF,Rhithrogena,10,C,B197
02087REF,Rhyacophila,4,C,B199
02087REF,Simulium,2,C,B204
02087REF,Sphaeriidae,2,C,B209
02087REF,Sweltsa,9,C,B214
02087REF,Tanypodinae,3,C,B217
02087REF,Trombidiformes,8,C,B223
02087REF,Wormaldia,2,C,B229
02087REF,Zaitzevia,4,C,B231
02087REF,Zapada,5,C,B232
02088CSR,Antocha,2,NT,B13
02088CSR,Arctopsyche,1,NT,B15
02088CSR,Attenella,5,NT,B20
02088CSR,Baetis,43,NT,B21
02088CSR,Blephariceridae,1,NT,B23
02088CSR,Calineuria,20,NT,B27
02088CSR,Chironominae,97,NT,B37
02088CSR,Cinygmula,1,NT,B40
02088CSR,Diphetor_hageni,10,NT,B59
02088CSR,Drunella_doddsi,16,NT,B67
02088CSR,Epeorus,4,NT,B77
02088CSR,Glossosoma,65,NT,B89
02088CSR,Goeridae,1,NT,B91
02088CSR,Hesperoperla,1,NT,B103
02088CSR,Heterlimnius,3,NT,B104
02088CSR,Hexatoma,1,NT,B106
02088CSR,Hydropsyche,10,NT,B114
02088CSR,Juga,136,NT,B119
02088CSR,Lepidostoma,1,NT,B125
02088CSR,Leptophlebiidae,3,NT,B127
02088CSR,Malenka,2,NT,B134
02088CSR,Micrasema,1,NT,B140
02088CSR,Narpus,3,NT,B145
02088CSR,Nematoda,3,NT,B146
02088CSR,Neophylax,3,NT,B149
02088CSR,Oligochaeta,26,NT,B156
02088CSR,Optioservus,35,NT,B159
02088CSR,Orthocladiinae,10,NT,B162
02088CSR,Rhithrogena,44,NT,B197
02088CSR,Rhyacophila,7,NT,B199
02088CSR,Simulium,10,NT,B204
02088CSR,Sweltsa,4,NT,B214
02088CSR,Tanypodinae,2,NT,B217
02088CSR,Trombidiformes,3,NT,B223
02088CSR,Turbellaria,1,NT,B225
02088CSR,Wormaldia,9,NT,B229
02088CSR,Zaitzevia,19,NT,B231
02088CSR,Zapada,2,NT,B232
02089REF,Antocha,19,C,B13
02089REF,Attenella,17,C,B20
02089REF,Baetis,11,C,B21
02089REF,Calineuria,3,C,B27
02089REF,Chironominae,66,C,B37
